,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
1814,2630,https://www.faz.net/aktuell/gesellschaft/kriminalitaet/schmuggel-von-altertuemern-gericht-im-irak-spricht-berliner-frei-18084108.html,Schmuggel von Altertümern,Gericht im Irak spricht Berliner frei,32 Artefakte waren bei Kontrollen im Gepäck von zwei Touristen im Irak entdeckt worden. Deshalb standen ein Deutscher und ein Brite nun in Bagdad vor Gericht.,,06.06.2022 15:18 Uhr,3.0,,1,0.3052,Schmuggel von Altertümern Gericht im Irak spricht Berliner frei 32 Artefakte waren bei Kontrollen im Gepäck von zwei Touristen im Irak entdeckt worden. Deshalb standen ein Deutscher und ein Brite nun in Bagdad vor Gericht.
1815,2631,https://www.faz.net/aktuell/gesellschaft/menschen/fernbeziehung-in-kriegszeiten-in-odessa-und-berlin-18083999.html,Fernbeziehung in Kriegszeiten,Wie hält eine Liebe den Krieg aus?,"Sie sind jung, sie sind ein Paar, sie hatten Pläne. Jetzt lebt Karyna in Berlin und Maxim in Odessa. Eine Geschichte aus einer Generation, die der Krieg besonders hart trifft.","Petra Ahne, Berlin und Melanie Mühl, Odessa",07.06.2022 06:01 Uhr,4.0,,1,0.2893,"Fernbeziehung in Kriegszeiten Wie hält eine Liebe den Krieg aus? Sie sind jung, sie sind ein Paar, sie hatten Pläne. Jetzt lebt Karyna in Berlin und Maxim in Odessa. Eine Geschichte aus einer Generation, die der Krieg besonders hart trifft."
1816,2632,https://www.faz.net/aktuell/gesellschaft/menschen/14-tote-durch-schusswaffenangriffe-in-den-usa-18084230.html,Debatte um Waffenrecht,14 Tote durch Schüsse an einem Wochenende in den USA,Ein Wochenende mit zahlreichen Angriffen befeuert die Debatte über ein strengeres Waffenrecht. Im Senat bemüht sich eine überparteiliche Gruppe um einen Kompromiss.,,06.06.2022 17:29 Uhr,3.0,,0,0.5181,Debatte um Waffenrecht 14 Tote durch Schüsse an einem Wochenende in den USA Ein Wochenende mit zahlreichen Angriffen befeuert die Debatte über ein strengeres Waffenrecht. Im Senat bemüht sich eine überparteiliche Gruppe um einen Kompromiss.
1817,2633,https://www.faz.net/aktuell/gesellschaft/menschen/kritik-an-bds-diskussion-mit-moshe-zuckermann-18084702.html,Vorwurf des Antisemitismus,Umstrittener Polemiker,"Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht.",Alexander Jürgs,07.06.2022 06:01 Uhr,2.0,,1,0.5997,"Vorwurf des Antisemitismus Umstrittener Polemiker Antisemitismus in städtischen Räumen? Die israelfeindliche BDS-Bewegung plant in Frankfurt eine Diskussion mit dem Soziologen Moshe Zuckermann. Dagegen wird viel Kritik laut, doch verhindern lässt sich die Veranstaltung nicht."
1818,2634,https://www.faz.net/aktuell/gesellschaft/menschen/heisses-trockenes-rom-braende-mitten-in-der-stadt-18084004.html,Feuer in Rom,Trockenheit führt zu zahlreichen Bränden,Meterhohe Flammen und Rauch zwischen Wohnhäusern: Wegen der Trockenheit brennen in der italienischen Hauptstadt zahlreiche Grünflächen – auch weil illegale Müllhalden den Feuern Nahrung bieten.,"Christian Schubert, Rom",06.06.2022 15:39 Uhr,7.0,,0,0.5205,Feuer in Rom Trockenheit führt zu zahlreichen Bränden Meterhohe Flammen und Rauch zwischen Wohnhäusern: Wegen der Trockenheit brennen in der italienischen Hauptstadt zahlreiche Grünflächen – auch weil illegale Müllhalden den Feuern Nahrung bieten.
1819,2635,https://www.faz.net/aktuell/gesellschaft/menschen/dita-von-teese-geht-es-mit-glamonatrix-um-spektakel-und-erotische-wirkung-18083919.html,Dita von Teese,„Es geht um Spektakel und erotische Wirkung“,"Mehr als nur Striptease: Dita von Teese ist mit ihrer neuen Show „Glamonatrix“ auf Hallen-Tournee. Sie ist der Ansicht, Burlesque habe als erste Kunstform überhaupt dem Gedanken der Inklusion Raum gegeben.",Christian Riethmüller,06.06.2022 15:08 Uhr,9.0,,0,0.295,"Dita von Teese „Es geht um Spektakel und erotische Wirkung“ Mehr als nur Striptease: Dita von Teese ist mit ihrer neuen Show „Glamonatrix“ auf Hallen-Tournee. Sie ist der Ansicht, Burlesque habe als erste Kunstform überhaupt dem Gedanken der Inklusion Raum gegeben."
1820,2636,https://www.faz.net/aktuell/karriere-hochschule/hoersaal/gen-analyse-zeigt-besonderheiten-des-krankenhauskeims-acinetobacter-baumannii-18083633.html,Forscher der Goethe-Uni,Die Waffen eines Krankenhauskeims identifiziert,"Das Bakterium Acinetobacter baumannii verursacht immer mehr tödliche Infektionen. Dies liegt an seiner Fähigkeit, Antibiotikaresistenzen zu sammeln - aber auch noch an anderem Besonderheiten, wie Frankfurter Forscher herausfanden.",Sascha Zoske,07.06.2022 05:37 Uhr,1.0,,1,0.413,"Forscher der Goethe-Uni Die Waffen eines Krankenhauskeims identifiziert Das Bakterium Acinetobacter baumannii verursacht immer mehr tödliche Infektionen. Dies liegt an seiner Fähigkeit, Antibiotikaresistenzen zu sammeln - aber auch noch an anderem Besonderheiten, wie Frankfurter Forscher herausfanden."
1821,2637,https://www.faz.net/aktuell/politik/us-rechte-verteidigen-russland-mit-putin-gegen-wokeness-18074137.html,Amerikanische Rechte,Mit Putin gegen Wokeness,"Viele amerikanische Rechte hegen nach wie vor Sympathien für den russischen Präsidenten Wladimir Putin. Weder Republikaner noch Rechtsradikale außerhalb der Partei sind sich allerdings einig, wenn es um Putins Angriffskrieg geht.",Frauke Steffens,02.06.2022 08:53 Uhr,17.0,,0,0.27,"Amerikanische Rechte Mit Putin gegen Wokeness Viele amerikanische Rechte hegen nach wie vor Sympathien für den russischen Präsidenten Wladimir Putin. Weder Republikaner noch Rechtsradikale außerhalb der Partei sind sich allerdings einig, wenn es um Putins Angriffskrieg geht."
1822,2638,https://www.faz.net/aktuell/politik/inland/faeser-will-geduldeten-dauerhafte-bleibechance-bieten-18084960.html,Gesetzentwurf,Faeser will Geduldeten dauerhafte Bleibechance bieten,"Migranten, die nur geduldet sind, sollen ihre Zukunft in Deutschland planen können – sofern sie sich bewähren. Gefährder müssen mit einer „Rückführungsoffensive“ rechnen.",,06.06.2022 19:45 Uhr,23.0,0.0,0,0.8282,"Gesetzentwurf Faeser will Geduldeten dauerhafte Bleibechance bieten Migranten, die nur geduldet sind, sollen ihre Zukunft in Deutschland planen können – sofern sie sich bewähren. Gefährder müssen mit einer „Rückführungsoffensive“ rechnen."
1823,2639,https://www.faz.net/aktuell/politik/messer-toetungsdelikte-verbote-18084444.html,Baden-Württemberg,Strobl will Messerverbotszonen auch an belebten Plätzen,24 Menschen erlagen in Baden-Württemberg im vergangenen Jahr ihren Verletzungen nach einem Messerangriff. Die grün-schwarze Koalition will nun Verbotszonen einrichten.,"Rüdiger Soldt, Stuttgart",06.06.2022 19:21 Uhr,18.0,,0,0.5695,Baden-Württemberg Strobl will Messerverbotszonen auch an belebten Plätzen 24 Menschen erlagen in Baden-Württemberg im vergangenen Jahr ihren Verletzungen nach einem Messerangriff. Die grün-schwarze Koalition will nun Verbotszonen einrichten.
1824,264,https://www.faz.net/aktuell/feuilleton/familie/unterricht-in-glueck-wie-sich-wohlbefinden-lehren-laesst-18059147.html,Schule mal anders,Heute wieder eine gute Stunde Glück gehabt,Für das Schulfach „Glück“ gibt es nichts auswendig zu lernen. Stattdessen lautet das Lernziel: Wohlbefinden. Doch wie lässt sich das nur unterrichten?,Laura Roban,31.05.2022 16:54 Uhr,8.0,,0,0.5161,Schule mal anders Heute wieder eine gute Stunde Glück gehabt Für das Schulfach „Glück“ gibt es nichts auswendig zu lernen. Stattdessen lautet das Lernziel: Wohlbefinden. Doch wie lässt sich das nur unterrichten?
1825,2640,https://www.faz.net/aktuell/politik/ausland/sergej-lawrow-reist-in-die-tuerkei-fuer-getreide-deal-18084574.html,Bedingungen für Lieferungen,Lawrow reist in die Türkei für Getreide-Deal,Die Türkei sucht nach neuen Bezugsquellen für Getreide. Russland könnte helfen – knüpft die Lieferungen aber an Sanktionslockerungen.,Friedrich Schmidt und Rainer Hermann,06.06.2022 19:04 Uhr,10.0,,0,0.605,Bedingungen für Lieferungen Lawrow reist in die Türkei für Getreide-Deal Die Türkei sucht nach neuen Bezugsquellen für Getreide. Russland könnte helfen – knüpft die Lieferungen aber an Sanktionslockerungen.
1826,2641,https://www.faz.net/aktuell/politik/inland/spanien-erwaegt-lieferung-deutscher-kampfpanzer-an-die-ukraine-18084152.html,Spanien bestätigt Überlegungen,Lieferung deutscher Kampfpanzer,"Bis zu 40 Leopard-Kampfpanzer und Luftabwehrraketen kann sich Madrid vorstellen, im Krieg gegen Russland an Kiew zu liefern. Für die Bundesregierung sind die Überlegungen neu.",Hans-Christian Rößler und Eckart Lohse,06.06.2022 18:45 Uhr,45.0,,0,0.5044,"Spanien bestätigt Überlegungen Lieferung deutscher Kampfpanzer Bis zu 40 Leopard-Kampfpanzer und Luftabwehrraketen kann sich Madrid vorstellen, im Krieg gegen Russland an Kiew zu liefern. Für die Bundesregierung sind die Überlegungen neu."
1827,2642,https://www.faz.net/aktuell/politik/inland/bundeswehr-sondervermoegen-wer-bei-der-abstimmung-fehlte-18084203.html,Bundeswehr-Sondervermögen,Wer bei der Abstimmung fehlte,Die Zweidrittelmehrheit für das 100-Milliarden-Euro-Sondervermögen der Bundeswehr war satt. Aber große Mehrheiten sind offenkundig schlecht für die Disziplin.,"Eckart Lohse, Berlin",06.06.2022 16:05 Uhr,9.0,,0,0.4516,Bundeswehr-Sondervermögen Wer bei der Abstimmung fehlte Die Zweidrittelmehrheit für das 100-Milliarden-Euro-Sondervermögen der Bundeswehr war satt. Aber große Mehrheiten sind offenkundig schlecht für die Disziplin.
1828,2643,https://www.faz.net/aktuell/politik/ausland/krieg-in-der-ukraine-putin-redet-waffenlieferungen-klein-18084541.html,Neue Mehrfachraketenwerfer,Wie Putin die Lieferung schwerer Waffen an die Ukraine kleinredet,"Die Ukraine erhält bessere Waffen denn je. Doch Russlands Präsident ist bestrebt, dem keine Bedeutung beizumessen – obwohl sie seine Pläne für die Ukraine stören könnten.",Friedrich Schmidt,06.06.2022 17:45 Uhr,50.0,,0,0.5868,"Neue Mehrfachraketenwerfer Wie Putin die Lieferung schwerer Waffen an die Ukraine kleinredet Die Ukraine erhält bessere Waffen denn je. Doch Russlands Präsident ist bestrebt, dem keine Bedeutung beizumessen – obwohl sie seine Pläne für die Ukraine stören könnten."
1829,2644,https://www.faz.net/aktuell/politik/ausland/sergej-lawrows-besuch-nach-serbien-gescheitert-keine-flugroute-18084648.html,Gescheiterter Besuch Lawrows,Serbien wendet sich vorsichtig von seinem „Bruder“ ab,Sergej Lawrow wollte nach Serbien kommen – doch es gab keine Flugroute für den russischen Außenminister. Und im Land bröckelt die einst starke Unterstützung für den Kreml.,"Michael Martens, Belgrad",06.06.2022 18:17 Uhr,66.0,,0,0.6729,Gescheiterter Besuch Lawrows Serbien wendet sich vorsichtig von seinem „Bruder“ ab Sergej Lawrow wollte nach Serbien kommen – doch es gab keine Flugroute für den russischen Außenminister. Und im Land bröckelt die einst starke Unterstützung für den Kreml.
1830,2645,https://www.faz.net/aktuell/politik/ausland/so-laeuft-das-misstrauensvotum-gegen-boris-johnson-ab-18084408.html,Großbritannien,So läuft das Misstrauensvotum gegen Boris Johnson ab,"An diesem Montagabend stimmt die Fraktion der Konservativen Partei ab, ob der britische Premierminister Boris Johnson im Amt bleibt. Wie das Votum abläuft und was das Ergebnis bedeutet.",,06.06.2022 17:23 Uhr,9.0,,0,0.7932,"Großbritannien So läuft das Misstrauensvotum gegen Boris Johnson ab An diesem Montagabend stimmt die Fraktion der Konservativen Partei ab, ob der britische Premierminister Boris Johnson im Amt bleibt. Wie das Votum abläuft und was das Ergebnis bedeutet."
1831,2646,https://www.faz.net/aktuell/politik/ausland/gefallene-soeldner-in-der-ukraine-wie-nahe-standen-sie-neonazi-gruppen-18084148.html,Ausländische Kämpfer,Wie nahe standen sie Neonazi-Gruppen?,"Sie stammen aus Deutschland, Frankreich, Australien und den Niederlanden: Die ukrainische Fremdenlegion meldet den Tod von vier ausländischen Kämpfern. Russland könnte das für seine Propaganda nutzen.",Alexander Haneke und Michaela Wiegel,06.06.2022 16:26 Uhr,15.0,,1,0.281,"Ausländische Kämpfer Wie nahe standen sie Neonazi-Gruppen? Sie stammen aus Deutschland, Frankreich, Australien und den Niederlanden: Die ukrainische Fremdenlegion meldet den Tod von vier ausländischen Kämpfern. Russland könnte das für seine Propaganda nutzen."
1832,2647,https://www.faz.net/aktuell/politik/ausland/us-rechte-verteidigen-russland-mit-putin-gegen-wokeness-18074137.html,Amerikanische Rechte,Mit Putin gegen Wokeness,"Viele amerikanische Rechte hegen nach wie vor Sympathien für den russischen Präsidenten Wladimir Putin. Weder Republikaner noch Rechtsradikale außerhalb der Partei sind sich allerdings einig, wenn es um Putins Angriffskrieg geht.",Frauke Steffens,02.06.2022 08:53 Uhr,17.0,,0,0.27,"Amerikanische Rechte Mit Putin gegen Wokeness Viele amerikanische Rechte hegen nach wie vor Sympathien für den russischen Präsidenten Wladimir Putin. Weder Republikaner noch Rechtsradikale außerhalb der Partei sind sich allerdings einig, wenn es um Putins Angriffskrieg geht."
1833,2648,https://www.faz.net/aktuell/politik/ausland/ukraine-liveticker-union-spanien-soll-ukraine-deutsche-panzer-liefern-duerfen-18028371.html,Ukraine-Liveblog,Union: Spanien soll Ukraine deutsche Panzer liefern dürfen,USA wollen Abramowitsch-Flugzeuge beschlagnahmen +++ Scholz besucht deutsche Soldaten an der Nato-Ostflanke +++ Moskau kritisiert Reise-Blockade von Lawrow als „feindliche Handlung“ +++ alle Entwicklungen im Liveblog.,,06.06.2022 21:30 Uhr,211.0,,0,0.861,Ukraine-Liveblog Union: Spanien soll Ukraine deutsche Panzer liefern dürfen USA wollen Abramowitsch-Flugzeuge beschlagnahmen +++ Scholz besucht deutsche Soldaten an der Nato-Ostflanke +++ Moskau kritisiert Reise-Blockade von Lawrow als „feindliche Handlung“ +++ alle Entwicklungen im Liveblog.
1834,2649,https://www.faz.net/aktuell/politik/ausland/spanien-erwaegt-lieferung-deutscher-kampfpanzer-an-die-ukraine-18084152.html,Spanien bestätigt Überlegungen,Lieferung deutscher Kampfpanzer,"Bis zu 40 Leopard-Kampfpanzer und Luftabwehrraketen kann sich Madrid vorstellen, im Krieg gegen Russland an Kiew zu liefern. Für die Bundesregierung sind die Überlegungen neu.",Hans-Christian Rößler und Eckart Lohse,06.06.2022 18:45 Uhr,45.0,,0,0.5044,"Spanien bestätigt Überlegungen Lieferung deutscher Kampfpanzer Bis zu 40 Leopard-Kampfpanzer und Luftabwehrraketen kann sich Madrid vorstellen, im Krieg gegen Russland an Kiew zu liefern. Für die Bundesregierung sind die Überlegungen neu."
1835,265,http://blogs.faz.net/schlaflos/2022/05/31/was-ich-dir-sagen-will-mein-kind-10423/,Eltern-Blog „Schlaflos“,"„Was ich dir sagen will, mein Kind“",Zwischen Langeweile und Selbstoptimierung: Was unsere Autorin in ihrem eigenen Leben gerne anders gemacht hätte – und was sie ihren Kindern mitgeben will.,Chiara Schmucker,31.05.2022 10:11 Uhr,,,0,0.4898,"Eltern-Blog „Schlaflos“ „Was ich dir sagen will, mein Kind“ Zwischen Langeweile und Selbstoptimierung: Was unsere Autorin in ihrem eigenen Leben gerne anders gemacht hätte – und was sie ihren Kindern mitgeben will."
1836,2650,https://www.faz.net/aktuell/politik/inland/scholz-reist-an-die-nato-ostflanke-sinne-schaerfen-im-baltikum-18084561.html,Scholz nach Vilnius,Sinne schärfen im Baltikum,,,,,,1,0.5074,Scholz nach Vilnius Sinne schärfen im Baltikum 
1837,2651,https://www.faz.net/aktuell/politik/inland/ukraine-liveticker-union-spanien-soll-ukraine-deutsche-panzer-liefern-duerfen-18028371.html,Ukraine-Liveblog,Union: Spanien soll Ukraine deutsche Panzer liefern dürfen,USA wollen Abramowitsch-Flugzeuge beschlagnahmen +++ Scholz besucht deutsche Soldaten an der Nato-Ostflanke +++ Moskau kritisiert Reise-Blockade von Lawrow als „feindliche Handlung“ +++ alle Entwicklungen im Liveblog.,,06.06.2022 21:30 Uhr,211.0,,0,0.9235,Ukraine-Liveblog Union: Spanien soll Ukraine deutsche Panzer liefern dürfen USA wollen Abramowitsch-Flugzeuge beschlagnahmen +++ Scholz besucht deutsche Soldaten an der Nato-Ostflanke +++ Moskau kritisiert Reise-Blockade von Lawrow als „feindliche Handlung“ +++ alle Entwicklungen im Liveblog.
1838,2652,https://www.faz.net/aktuell/politik/inland/kommentar-das-sondervermoegen-fuer-die-bundeswehr-reicht-nicht-18083823.html,Geld für die Bundeswehr,100 Milliarden Euro sind erst der Anfang,"Mit einem Sondervermögen sollen die Streitkräfte des Landes modernisiert werden. Entscheidend ist, dass das nur der Beginn ist. Sonst droht der sicherheitspolitische Bankrott.","Ein Kommentar von
					  						Lorenz Hemicker",06.06.2022 21:11 Uhr,31.0,,0,0.4667,"Geld für die Bundeswehr 100 Milliarden Euro sind erst der Anfang Mit einem Sondervermögen sollen die Streitkräfte des Landes modernisiert werden. Entscheidend ist, dass das nur der Beginn ist. Sonst droht der sicherheitspolitische Bankrott."
1839,2653,https://www.faz.net/aktuell/politik/inland/ukraine-krieg-nutzt-russland-getreide-als-waffe-18084299.html,Ernährungssicherheit,Getreide als Waffe Russlands,Russland hält Getreide zurück und stiehlt es aus der Ukraine. Als Gegenleistung für Getreidelieferungen fordert Russland Sanktionserleichterungen. Die Kriegswaffe Getreide ist gezückt.,,07.06.2022 07:37 Uhr,11.0,,1,0.3247,Ernährungssicherheit Getreide als Waffe Russlands Russland hält Getreide zurück und stiehlt es aus der Ukraine. Als Gegenleistung für Getreidelieferungen fordert Russland Sanktionserleichterungen. Die Kriegswaffe Getreide ist gezückt.
1840,2654,https://www.faz.net/aktuell/politik/inland/symbole-schuetzen-kinder-nicht-18079335.html,Kampf gegen Pädophilie,Symbole schützen Kinder nicht,"Im Kampf gegen pädophile Täter schmücken Politiker sich gerne mit großen Gesten. Das kommt gut an. Aber wer Opfer schützen will, muss vor allem Geld in die Hand nehmen.",,06.06.2022 22:45 Uhr,4.0,,1,0.2927,"Kampf gegen Pädophilie Symbole schützen Kinder nicht Im Kampf gegen pädophile Täter schmücken Politiker sich gerne mit großen Gesten. Das kommt gut an. Aber wer Opfer schützen will, muss vor allem Geld in die Hand nehmen."
